article_title	article_author	article_publication_date	article_content
Respons Jokowi soal Serangan Israel di UNIFIL Lukai 2 Prajurit TNI	Rizky Adha Mahendra - detikNews	Jumat, 11 Okt 2024 17:39 WIB	"Presiden Joko Widodo (Jokowi) merespons soal serangan Israel terhadap pasukan penjaga perdamaian PBB di markas United Nations Interim Force in Lebanon (UNIFIL), yang melukai dua personel TNI. Jokowi mengatakan keadaan perang memang seperti itu
""Memang keadaannya dalam perang seperti itu,"" kata Jokowi kepada wartawan di Ibu Kota Nusantara (IKN), Jumat (11/10/2024).
Jokowi mengatakan dua prajurit TNI tersebut mengalami luka ringan. Dia mengatakan perlu berhati-hati dalam medan pertempuran.
""Jadi kalau ada yang terkena, luka ringan ya itu yang perlu kita semua hati-hati, terutama yang ada di sana,"" tuturnya.
Indonesia mengutuk keras serangan Israel terhadap pasukan penjaga perdamaian PBB di Lebanon, UNIFIL, yang melukai dua personel TNI. Indonesia menilai serangan tersebut sebagai pelanggaran berat terhadap Resolusi Dewan Keamanan (DK) PBB.
""Pemerintah Indonesia mengecam keras serangan IDF (tentara Israel) di Lebanon Selatan yang melukai dua personel pasukan penjaga perdamaian PBB asal Indonesia,"" kata Kementerian Luar Negeri (Kemlu) RI dalam sebuah pernyataan, Kamis (10/10).
""Indonesia menegaskan serangan apapun terhadap pasukan penjaga perdamaian adalah pelanggaran berat hukum humaniter internasional dan Resolusi DK PBB 1701 sebagai dasar mandat UNIFIL,"" imbuhnya.
Kemlu memastikan kedua prajurit TNI yang tergabung dalam UNIFIL tersebut mengalami luka ringan ketika menjalankan tugas pemantauan di menara pemantau di markas kontingen Indonesia di Naqoura, Lebanon selatan.
Pangkalan militer UNIFIL yang diserang Israel berada di dalam area 'Garis Biru' yang merupakan garis demarkasi antara Lebanon dan Israel. Pasukan perdamaian yang tergabung pada UNIFIL bertugas di bawah mandat DK PBB melalui Resolusi 1701 tersebut untuk mendukung stabilitas Lebanon.
Kedua personel tersebut telah menerima perawatan di fasilitas medis terdekat dan saat ini dalam kondisi stabil. Menlu RI Retno Marsudi memastikan luka yang dialami mereka berasal dari luncuran peluru dari tank Merkava milik pasukan Israel."
Jokowi Cerita Prabowo Sering Bertemu Sri Mulyani Bahas RAPBN 2025	Herdi Alif Al Hikam - detikFinance	Selasa, 08 Okt 2024 11:08 WIB	"Presiden Joko Widodo (Jokowi) mengungkapkan transisi pemerintah ke presiden terpilih Prabowo Subianto berjalan dengan baik. Program kerja Prabowo diklaim terancang dengan baik di sisa pemerintahannya.
Jokowi bercerita selama ini Prabowo sangat sering ikut rapat-rapat di Istana Kepresidenan, baik yang rapat terbatas maupun rapat paripurna. Semua rapat dihadiri Prabowo semenjak menang Pemilu awal tahun ini, mulai dari yang membicarakan pertahanan, maupun hal lainnya.
Dengan begitu, rencana dan program unggulan yang akan dilaksanakan Prabowo betul-betul disiapkan dengan baik dengan menteri-menteri yang menjabat sekarang.
""Hampir di setiap Rapat Paripurna, Ratas, apapun topiknya pak Prabowo selalu hadir. Kalau sebelumnya hanya urusan pertahanan, tapi setelah jadi presiden terpilih di semua rapat terbatas hadir,"" ujar Jokowi ditemui di JCC Senayan, Jakarta Pusat, Selasa (8/10/2024).
Bahkan, Jokowi juga bilang Prabowo seringkali menemui Sri Mulyani Indrawati yang menjabat Menteri Keuangan. Pertemuan dilakukan untuk membahas secara khusus Rancangan APBN 2025 yang menjadi anggaran pertama Prabowo.
""Sebagai contoh RAPBN 2025, saya nggak tahu berapa kali Pak Prabowo dengan Bu Menkeu. Hampir tiap minggu, tiap hari bertemu mempersiapkan itu,"" sebut Jokowi.
Jokowi kembali menekankan transisi berjalan dengan sangat mulus. Dengan begitu, kabinet baru yang diusung Prabowo akan bisa langsung bekerja dengan cepat tanpa perlu ada masa transisi.
""Artinya, transisi kepemimpinan ini akan berjalan lancar insyaallah mulus sehingga setelah dilantik, presiden dan kabinet bisa langsung bekerja dengan cepat melaksanakan program-program yang ada, tanpa ada jeda,"" ujar Jokowi.
Simak: Momen Sri Mulyani Bertemu Prabowo, Bahas Kondisi APBN
[Gambas:Video 20detik]"
Video: Jokowi Bandingkan Transisi Pemerintahan ke Prabowo dengan Saat SBY	Ashri Fathan - 20DETIK	7,336 Views | Selasa, 08 Okt 2024 11:53 WIB	Presiden Joko Widodo memastikan transisi pemerintahan ke Prabowo Subianto akan berjalan tanpa jeda. Hal ini diakui Jokowi beda dengan saat transisi dari Presiden Susilo Bambang Yudhoyono (SBY) di 2014.
Bos PPI Nilai Ada Isu Ingin Ditepis Lewat Makan Malam Jokowi Bersama Prabowo	Azhar Bagas Ramadhan - detikNews	Kamis, 10 Okt 2024 07:23 WIB	"Presiden Joko Widodo (Jokowi) makan malam bersama Menteri Pertahanan sekaligus Presiden terpilih Prabowo Subianto. Direktur Parameter Politik Indonesia (PPI) Adi Prayitno menilai ada isu yang ingin ditepis lewat kebersamaan itu.
Dia awalnya menilai Jokowi dan Prabowo ingin menunjukkan hubungan mereka baik-baik saja. Dia menyebut ada isu hubungan kedua pemimpin ini merenggang menjelang peralihan kekuasaan.
""Pertama, pertemuan itu ingin memastikan bahwa hubungan keduanya baik-baik saja. Tak seperti yang banyak dibicarakan banyak pihak bakal renggang jelang peralihan kekuasaan politik,"" kata Adi kepada wartawan, Rabu (9/10/2024).
Dia juga menilai makan malam tersebut ditujukan untuk menepis anggapan Jokowi tak suka jika PDIP bergabung ke koalisi Prabowo. Sebagai informasi, PDIP saat ini belum secara resmi menyatakan akan mendukung pemerintahan Prabowo. Meski demikian, sejumlah nama tokoh PDIP disebut-sebut akan masuk kabinet Prabowo-Gibran.
""Termasuk ingin menepis bahwa Jokowi dinilai tak berkenan jika PDIP bergabung dalam koalisi Prabowo,"" ujarnya.
Selain itu, dia menilai bahwa pertemuan ini menepis kabar Jokowi tak akan hadir saat pelantikan Prabowo 20 Oktober 2024. Dia menyebut isu ini beredar karena Jokowi menyampaikan rencananya pulang ke Surakarta atau Solo pada 20 Oktober.
""Kedua, foto kebersamaan ini sepertinya juga ingin meluruskan kabar Jokowi yang tak bakal hadir ke pelantikan Prabowo-Gibran yang didasarkan atas pernyataan Jokowi ingin pulang ke Solo saat pelantikan Prbaowo-Gibran,"" katanya.
""Karena ada gorengan isu bahwa kemungkinan tak hadirnya Jokowi ke pelantikan Prabowo-Gibran dinilai ada sesuatu di antara kedua tokoh itu,"" tambahnya.
Diketahui, pertemuan Jokowi dan Prabowo itu berlangsung Selasa (8/10) malam di Plataran, Gelora Bung Karno (GBK), Senayan, Jakarta. Keduanya saling mengunggah foto pertemuan tersebut di Instagram masing-masing.
Jokowi mengatakan pertemuan dengan Prabowo berlangsung santai. Sampai-sampai ia tak merasakan kalau pertemuan itu berlangsung dua jam lebih.
""Diskusi santai sambil santap malam bersama presiden terpilih Pak @prabowo. Tidak terasa dua jam lebih,"" ujarnya.
Prabowo juga menjelaskan terkait pertemuannya dengan Jokowi tersebut. Dia mengaku makan malam sambil diskusi dengan Jokowi.
""Kami saling bertukar pikiran berkaitan dengan kepentingan negara, bangsa dan rakyat Indonesia,"" tulis Prabowo."
Disebut Jokowi Sudah Tembus Rp 58,41 T, Ini Daftar Lengkap Investasi di IKN	Anisa Indraini - detikFinance	Kamis, 10 Okt 2024 18:00 WIB	"Otorita Ibu Kota Nusantara (OIKN) membeberkan perjalanan investasi di IKN hingga saat ini mencapai Rp 58,41 triliun. Investasi tersebut masuk secara bertahap dari groundbreaking tahap 1-8.
""Hingga saat ini total estimasi nilai investasi yang sudah melalui groundbreaking tahap 1-8 adalah Rp 58,41 triliun,"" tulis unggahan OIKN di Instagram resminya, Kamis (10/10/2024).
Groundbreaking tahap 1-8 tersebut dilakukan langsung oleh presiden Joko Widodo (Jokowi). Perjalanan ini dinilai menandakan komitmen para investor untuk turut membangun di Nusantara demi masa depan bangsa.
Berikut perjalanan investasi di IKN:
Groundbreaking tahap 1 (21-22 September 2023)
Total nilai investasi yang masuk dalam groundbreaking tahap 1 adalah Rp 22,9 triliun. Investor merencanakan pembangunan proyek properti dengan konsep mixed use alias kawasan serbaguna, hotel, rumah sakit, serta pusat pelatihan sepak bola.
Groundbreaking tahap 2 (1-2 November 2023)
Total nilai investasi yang masuk dalam groundbreaking tahap 2 adalah Rp 15,57 triliun. Investor merencanakan pembangunan sekolah internasional, revitalisasi sekolah negeri, mix used, bandara, PLTS 50 MW, bank sentral, rumah sakit dan kantor layanan.
Groundbreaking tahap 3 (20-21 Desember 2023)
Total nilai investasi yang masuk dalam groundbreaking tahap 3 adalah Rp 4,78 triliun. Investor menanamkan modalnya untuk pembangunan penghijauan dan rehabilitasi, miniatur hutan tropis, rumah sakit, pusat perbelanjaan dan hotel (mix used), layanan transportasi hijau, kantor polres khusus IKN, serta kantor komando distrik militer.
Groundbreaking tahap 4 (17 Januari 2024)
Total nilai investasi yang masuk dalam groundbreaking tahap 4 adalah Rp 4,26 triliun. Investor menanamkan modalnya untuk pembangunan kantor pusat Lembaga Penjamin Simpanan (LPS), warehouse park, pergudangan, studio siaran, green pesantren, logistic hub, hotel, kantor Otorita IKN dan balai kota, masjid negara, Beranda Nusantara, serta memorial park.
Groundbreaking tahap 5 (29 Februari-1 Maret 2024)
Total nilai investasi yang masuk dalam groundbreaking tahap 5 adalah Rp 2,1 triliun. Investor yang masuk merencanakan pembangunan pusat layanan perbankan, mini studio Nusantara, kantor layanan, hingga smart office.
Groundbreaking tahap 6 (4-5 Juni 2024)
Total nilai investasi yang masuk dalam groundbreaking tahap 6 adalah Rp 1,8 triliun. Investor yang masuk merencanakan pembangunan lifestyle and F&B, universitas, sekolah dan pusat riset, showroom electric vehicles, jaringan telekomunikasi & PLN hub, serta botanical garden.
Groundbreaking tahap 7 (12 Agustus 2024)
Total nilai investasi yang masuk dalam groundbreaking tahap 7 adalah Rp 5,35 triliun. Investor yang masuk merencanakan pembangunan kantor layanan, mixed used (golf resort dan perumahan, TOD), serta hotel dan gedung pertemuan.
Groundbreaking tahap 8 (25 September 2024)
Total nilai investasi yang masuk dalam groundbreaking tahap 8 adalah Rp 1,57 triliun. Investor yang masuk merencanakan pembangunan mall Nusantara, sekolah, kawasan campuran, hotel dan restoran.
Simak: Jokowi Sebut Investasi ke IKN Sudah 56,2 T, 55 Bangunan Groundbreaking
[Gambas:Video 20detik]"
Jokowi Resmikan Rumah Sakit Hermina di IKN, Mirip Hotel Bintang 5	Ilyas Fadilah - detikFinance	Jumat, 11 Okt 2024 10:59 WIB	"Presiden Joko Widodo (Jokowi) meresmikan Rumah Sakit (RS) Hermina di Ibu Kota Nusantara (IKN), Kalimantan Timur. Proyek besutan dari PT Medikaloka Hermina Tbk ini menelan investasi Rp 650 miliar.
""Saya sangat menghargai, mengapresiasi apa yang telah dibangun oleh rumah sakit Hermina Nusantara ini di Ibu Kota Nusantara, dan dengan mengucap Bismillahirrahmanirrahim pada siang hari ini saya resmikan Rumah Sakit Hermina di Ibu Kota Nusantara,"" kata Jokowi, disiarkan YouTube Sekretariat Presiden, Jumat (11/10/2024).
Jokowi menyebut sudah melihat langsung desain RS Hermina di IKN. Mantan Gubernur DKI Jakarta itu memuji desain ruangan yang disebutnya berbeda dan seperti hotel bintang lima.
""Tadi saya di dalam melihat rumah sakit Hermina ini memang memiliki desain, memiliki interior yang beda dengan rumah sakit-rumah sakit yang pernah saya lihat. Seperti hotel bintang lima,"" tuturnya.
Orang nomor satu di Indonesia itu lantas mengapresiasi kecepatan pembangunan RS Hermina Nusantara yang memakan waktu sekitar 10 bulan. Saat ini rumah sakit tersebut sudah bisa beroperasional.
""Dan sekarang bisa operasional, menerima pasien juga sudah siap karena di dalam tadi sudah ada tiga pasien yang dirawat. Ini akan memberikan kepercayaan, confidence, bagi ASN yang segera akan kita pindahkan ke Ibu Kota Nusantara,"" sebut Jokowi.
RS Hermina Nusantara merupakan rumah sakit ke-50 milik Grup Hermina, sekaligus menjadi bangunan bertaraf internasional pertama milik grup tersebut. Berdiri di lahan 20.700 meter persegi, RS Hermina Nusantara memiliki kapasitas 200 tempat tidur.
Namun kapasitas tempat tidur yang baru dibuka pada tahap awal adalah 50, lalu ditargetkan menjadi 100 di awal tahun 2025. Saat ini sudah diselesaikan bangunan 5 lantai yang akan terus dikembangkan menjadi 8 lantai."
Sowan ke Jokowi, Bos-bos Perusahaan Tambang Mau Investasi di IKN	Herdi Alif Al Hikam - detikFinance	Kamis, 10 Okt 2024 07:00 WIB	"Bos-bos perusahaan tambang di Indonesia bertemu Presiden Joko Widodo (Jokowi) kemarin. Totalnya ada pentolan dari 16 perusahaan yang sowan langsung dengan Jokowi di Istana Kepresidenan, Jakarta Pusat.
Ada tiga menteri mendampingi bos-bos tambang ini untuk menemui Jokowi, yaitu Menteri Investasi/Kepala BKPM Rosan Roeslani, Menteri ESDM Bahlil Lahadalia, dan Menteri PUPR sekaligus Plt Kepala Otorita IKN Basuki Hadimuljono.
Para pengusaha tambang ini menyatakan diri akan melakukan investasi di Ibu Kota Nusantara (IKN), Kalimantan Timur. Rosan mengatakan mayoritas pengusaha tambang yang hadir memiliki area operasi di Kalimantan. Investasi yang mau dilakukan di IKN akan bertajuk 'dari Kalimantan dan untuk Kalimantan.'
""Mereka dan kita bertemu dengan bapak presiden untuk (menyatakan minat) berinvestasi di IKN. Jadi kesempatan itu ada dan terbuka tadi sudah ada pembicaraan di antaranya istilahnya mereka kalau perusahaan batu bara ini bergerak di Kalimantan, jadi dari Kalimantan untuk Kalimantan itu temanya,"" beber Rosan di Kompleks Istana Kepresidenan, Jakarta Pusat, Rabu (9/10/2024) kemarin.
Rencananya, para pengusaha ini membentuk konsorsium khusus untuk melakukan investasi di IKN. Pembangunan yang bisa dilakukan meliputi pembangunan fasilitas gaya hidup, macam restoran hingga taman bermain.
""Investasi ini bervariasi dan rencananya dari mereka akan membentuk konsorsium,"" kata Rosan.
Soal berapa banyak investasi yang mungkin akan dihimpun dari pengusaha tambang, Rosan belum mau menjabarkan. Pada intinya dia bilang konsorsium baru dibentuk dan masih akan mengkaji semua potensi investasi yang ada.
Bos Adaro Energy Indonesia Garibaldi 'Boy' Thohir, salah satu pengusaha yang ikut bertemu Jokowi mengatakan para pengusaha tambang akan bertandang langsung ke IKN pada Jumat 11 Oktober 2024 besok.
""Hari Jumat besok, insyaallah kami mau meninjau langsung ke IKN,"" ujar Boy Thohir di tempat yang sama.
Kembali ke Rosan, dia mengatakan semua pengusaha yang hadir akan langsung berangkat ke IKN untuk melakukan survei. Dia mengutip pernyataan Boy Thohir saat bertemu Jokowi, yaitu melihat adalah percaya atau seeing is believing. Dengan begitu, para pengusaha bisa lebih percaya diri untuk berinvestasi di IKN bila sudah melihat kemajuan yang ada di IKN.
""Ya Jumat pagi rencana kita yang tadi hadir di sini akan meninjau langsung karena tadi Pak Boy menyampaikan 'seeing is believing',"" sebut Rosan.
""Biar mereka (pengusaha) bisa melihat sendiri pembangunan yang begitu baik, lancar di IKN ini, sehingga mereka menimbulkan minat investasi lebih besar lagi,"" lanjutnya.

Simak Video: Jokowi Sebut Investasi ke IKN Sudah 56,2 T, 55 Bangunan Groundbreaking

[Gambas:Video 20detik]"
Jokowi Napak Tilas ke SMPN 1 Solo: Tiba-tiba Saya Ingin ke SD-SMA	Muhammad Iqbal Al Fardi - detikJateng	Sabtu, 12 Okt 2024 11:54 WIB	"Presiden Joko Widodo (Jokowi) hari ini melakukan perjalanan tapak tilas ke sekolah masa kecilnya di Kota Solo. Setelah pagi tadi menyambangi SDN 111 Tirtoyoso di Kecamatan Banjarsari, Jokowi kemudian melanjutkan kujungannya ke SMPN 1 Solo.
Jokowi tiba di SMPN 1 Solo pada Sabtu (12/10) sekitar pukul 08.30 WIB. Sama seperti di SDN 111 Tirtoyoso, kedatangan Jokowi di SMPN 1 Solo juga disambut oleh para guru yang berbaris di dalam lingkungan sekolah. Di luar sekolah, warga juga menunggu kedatangan Jokowi.
Kepala SMPN 1 Solo, Sri Wuryanti mengatakan Jokowi tadi menyampaikan beberapa pesan kepada guru. Salah satu pesannya yakni guru diminta mendidik siswa soal akhlak mulia.
""Yang disampaikan beliau (Jokowi) kepada kami, guru-guru, harus mendidik anak-anak berakhlak mulia. Itu yang nomor satu,"" kata Kepala SMPN 1 Solo, Sri Wuryanti saat ditemui wartawan, Sabtu (12/10/2024) siang.
Jokowi juga berpesan kepada para guru untuk tetap menjaga prestasi sekolah di tengah sistem zonasi.
""(Pak Jokowi bilang) Walaupun zonasi, tidak harus hilang prestasinya. Tetap kita mempertahankan prestasi. Beliau menitipkan anak-anak generasi emas,"" ujar Wuryanti.
Wuryanti menjelaskan, Jokowi merupakan lulus dari SMPN 1 Solo pada tahun 1976.
""(Jokowi lulusan SMPN 1 Solo tahun) '76. Tadi beliau sangat bahagia bisa masuk kelas. Kelas ketika beliau (sekolah) di sini,"" ucapnya.
Jokowi juga menyempatkan duduk di bangku siswa kelas 9 C dan bercerita dulu satu meja belajar dipakai untuk dua siswa.
""Beliau mengatakan 'dulu mejanya untuk dua orang'. Sekarang satu meja, satu anak,"" kata Wuryanti.
Kepada Wuryanti, Jokowi sempat mengatakan dirinya tiba-tiba kangen ke sekolahnya zaman dulu.
""Beliau kangen, 'tiba-tiba kok saya ingin ke SD, SMP, SMA',"" ungkap Wuryanti menirukan ucapan Jokowi.
Dalam kunjungannya ke SMPN 1 Solo, Jokowi juga memberikan oleh-oleh berupa kaus untuk guru dan paket tas sekolah untuk sejumlah siswa.

Simak Video Pernyataan Jokowi: Tanggal 20 Oktober Sore Saya Pulang ke Solo, Tidur

[Gambas:Video 20detik]"
Kata-kata Jokowi Bantah Intervensi Kabinet Prabowo tapi Jawab Jika Ditanya	Isal Mawardi - detikNews	Sabtu, 12 Okt 2024 08:45 WIB	"Presiden Joko Widodo (Jokowi) memastikan tidak akan mengintervensi kabinet presiden terpilih Prabowo Subianto. Namun Jokowi mengaku akan memberi pendapat jika ditanya oleh Prabowo.
Jokowi mulanya memastikan kabinet yang akan datang merupakan hak prerogatif Prabowo sebagai Presiden terpilih. Dia menyebut hak itu mutlak 100 persen.
""Mengenai kabinet, itu hak seratus persen hak prerogatif Presiden,"" kata Jokowi seusai HUT TNI di Monas, Jakarta Pusat, Sabtu (5/10).
Jokowi lantas bicara soal transisi. Dia menyebut semua hal yang berkaitan dengan transisi pemerintahan harus dipersiapkan demi kelancaran ke depannya.
""Badan-badan yang perlu dipersiapkan sebelum pelantikan saya kira, undang-undang juga bisa diselesaikan. Saya kira juga akan memuluskan keberlanjutan, akan melancarkan, nanti memuluskan juga di hari pelantikan di tanggal 20 Oktober mendatang,"" jelasnya.

Simak Video Jokowi Ngaku Tak Intervensi Kabinet Prabowo: Meski Makan Malam 2,5 Jam

[Gambas:Video 20detik]

Simak selengkapnya di halaman berikutnya."
RI Bisa Jadi Negara Superpower Bareng India-China, Jokowi Ungkap Caranya	Herdi Alif Al Hikam - detikFinance	Sabtu, 12 Okt 2024 07:58 WIB	"Konsep Abad Asia tak henti-hentinya digaungkan Presiden Joko Widodo (Jokowi) belakangan ini. Kali ini orang nomor satu di Indonesia itu memamerkan konsep tersebut di depan para bos-bos perusahaan di Indonesia dalam gelaran Kompas 100 CEO Forum.
Kemajuan ekonomi, budaya, dan politik bakal bergeser ke Benua Asia dari negara-negara barat di abad ini. Itu lah intisari dari Abad Asia yang digaungkan Jokowi.
Nah di tengah Abad Asia, Jokowi memaparkan Indonesia bakal menjadi negara maju yang besar bersama dengan China dan India. Tiga negara ini digadang-gadang bakal menjadi kekuatan ekonomi baru bagi dunia.
""Kita masuk Abad Asia, Abad Asia kita berada di dalamnya dan diperkirakan ada 3 negara jadi kekuatan ekonomi baru. China, India, dan Indonesia. Kita masuk di sana! Tapi hati-hati tidak gampang untuk menuju ke situ,"" ungkap Jokowi dalam acara yang disiarkan langsung dari IKN Kalimantan Timur, Jumat (11/10/2024).
Untuk bisa jadi kekuatan ekonomi baru, Jokowi bilang tantangan Indonesia memang tidak mudah. Lantas apa yang bisa dilakukan Indonesia, khususnya di tengah transisi kepemimpinan menuju pemerintahan Prabowo Subianto-Gibran Rakabuming Raka?
Jokowi mengatakan Indonesia harus terus mempercepat pertumbuhan ekonominya. Dia pun menyinggung soal target pertumbuhan ekonomi 8% yang seringkali dipaparkan presiden terpilih Prabowo Subianto, hal ini diyakininya harus bisa tercapai bila Indonesia mau memanfaatkan Abad Asia untuk jadi kekuatan baru.
Bila Prabowo berhasil mencapai target tersebut, maka pendapatan per kapita masyarakat di Indonesia bisa melonjak ke level US$ 8.000-12.000 per tahun. Target besarnya sendiri di 2045, pendapatan per kapita Indonesia bisa menyentuh US$ 23.000 lebih per tahun.
""Kalau kita mau ngebut apalagi ada target presiden terpilih Prabowo Subianto menuju growth 8%, lima tahun ke depan diperkirakan pendapatan per kapita kita bisa di atas US$ 8.000, lima tahun berikutnya berada di angka US$ 11.000-12.000,"" papar Jokowi.
Jokowi sendiri memiliki keyakinan Prabowo Subianto yang akan memimpin Indonesia mulai akhir bulan ini dapat menggapai cita-cita tersebut. Yang perlu dimiliki Prabowo adalah keberanian memutuskan dan perhitungan rencana dengan rinci lengkap dengan data-data pendukung.
""Saya meyakini Jenderal Purnawirawan TNI Prabowo Subianto mampu membawa kita semua menuju ke angka yang kita sampaikan tadi,"" tegas Jokowi.

Simak Video: Jokowi Sebut RI Diprediksi Jadi Negara Super Power Ekonomi di Asia

[Gambas:Video 20detik]"
